location	LR	alpha
70.000000	0.000000	1.200000e+03
10169.797980	0.004393	8.469731e-02
20269.595960	0.944569	2.296296e-03
30369.393939	0.000000	2.371258e-01
40469.191919	0.400604	4.184508e-03
50568.989899	0.598423	1.092641e-02
60668.787879	0.046067	1.029988e-02
70768.585859	1.587758	3.236609e-02
80868.383838	1.604391	5.440029e-03
90968.181818	1.369540	3.892121e-03
101067.979798	3.623098	1.373557e-03
111167.777778	0.000000	9.075633e-02
121267.575758	2.575282	2.180667e-03
131367.373737	0.390017	8.173760e-03
141467.171717	0.362042	1.279124e-02
151566.969697	0.149626	7.378937e-01
161666.767677	0.901222	3.457052e-03
171766.565657	0.490964	1.527500e-02
181866.363636	0.090931	1.165989e-01
191966.161616	0.000000	7.800395e-02
202065.959596	0.000000	2.970001e+00
212165.757576	0.000000	2.828572e+00
222265.555556	0.000000	2.204082e-01
232365.353535	4.085490	1.661184e-03
242465.151515	0.508221	3.402967e-03
252564.949495	0.000927	4.640481e-02
262664.747475	0.031011	1.728514e-02
272764.545455	0.000000	8.250000e-01
282864.343434	1.218157	3.302835e-03
292964.141414	0.239883	8.000339e-02
303063.939394	0.000000	1.429603e-01
313163.737374	0.000000	1.433052e-01
323263.535354	0.118951	9.708063e-03
333363.333333	0.248009	6.751227e-02
343463.131313	0.517507	1.558466e-02
353562.929293	1.128257	2.415572e-03
363662.727273	1.444754	4.534526e-03
373762.525253	1.425462	3.894361e-03
383862.323232	0.000000	5.165218e+00
393962.121212	0.852376	1.044042e-02
404061.919192	0.278846	5.204040e-03
414161.717172	0.012958	6.768143e-02
424261.515152	0.004418	5.367586e-02
434361.313131	0.276887	7.236213e-03
444461.111111	0.183354	4.207656e-02
454560.909091	0.091375	1.130637e-02
464660.707071	0.000000	2.023850e-01
474760.505051	0.079047	2.429950e-02
484860.303030	0.198631	3.482233e-02
494960.101010	0.294994	1.648917e-02
505059.898990	0.000000	1.212245e+00
515159.696970	0.000000	1.093923e-01
525259.494949	0.000000	2.016978e-01
535359.292929	0.643897	1.321077e-02
545459.090909	0.000000	2.933334e-01
555558.888889	4.056540	1.833662e-03
565658.686869	0.057879	6.998149e-02
575758.484848	0.000000	1.311259e-01
585858.282828	2.011888	5.159287e-03
595958.080808	0.011248	1.678167e-01
606057.878788	0.102100	3.744762e-02
616157.676768	0.238766	1.502001e-02
626257.474747	3.318432	1.156743e-03
636357.272727	0.000000	2.538462e-01
646457.070707	0.000000	3.237058e-01
656556.868687	0.140357	9.659801e-03
666656.666667	0.000000	1.440000e-01
676756.464646	0.382196	3.253280e-03
686856.262626	0.170333	9.025258e-03
696956.060606	0.733188	4.913374e-03
707055.858586	15.589780	2.571844e-04
717155.656566	1.257302	3.561069e-03
727255.454545	2.862587	9.823495e-04
737355.252525	99.631729	2.516648e-05
747455.050505	109.123671	2.629231e-05
757554.848485	14.990760	7.276222e-05
767654.646465	94.196074	1.914490e-05
777754.444444	97.175579	2.072159e-05
787854.242424	71.805794	1.913496e-05
797954.040404	10.253699	3.158363e-05
808053.838384	1.311827	2.927185e-04
818153.636364	0.108943	1.669623e-02
828253.434343	0.126665	3.235956e-01
838353.232323	0.272179	5.709588e-03
848453.030303	0.282372	1.315300e-02
858552.828283	0.376393	5.695742e-02
868652.626263	0.799399	3.913617e-03
878752.424242	0.000000	2.512691e-02
888852.222222	0.000000	8.120301e-02
898952.020202	0.948599	5.585381e-03
909051.818182	3.219270	2.022347e-03
919151.616162	0.000000	1.180915e-01
929251.414141	0.318076	5.441320e-02
939351.212121	1.672442	1.601824e-03
949451.010101	0.390697	7.153845e-03
959550.808081	0.000000	1.694722e-01
969650.606061	0.483854	1.479921e-02
979750.404040	0.000000	3.525223e-02
989850.202020	0.117756	3.422801e-02
999950.000000	0.584040	3.660026e+00
