location	LR	alpha
0.000050	0.001387	6.019923e+02
0.010150	0.000000	1.200000e+03
0.020249	0.000000	1.200000e+03
0.030349	4.297805	2.264659e+02
0.040449	2.411167	2.792958e+02
0.050548	0.233261	4.290253e+02
0.060648	0.035177	4.833942e+02
0.070748	0.810048	4.008675e+02
0.080848	0.033858	4.710862e+02
0.090947	0.000000	1.200000e+03
0.101047	0.000000	1.200000e+03
0.111147	2.703809	1.861684e+02
0.121246	0.312798	2.055594e+02
0.131346	0.012667	5.249976e+02
0.141446	0.262272	4.095042e+02
0.151545	0.194786	4.389824e+02
0.161645	0.000000	1.200000e+03
0.171745	0.088961	4.716229e+02
0.181845	0.295730	4.307197e+02
0.191944	2.171367	3.504205e+02
0.202044	1.179242	3.815567e+02
0.212144	0.010721	5.175378e+02
0.222243	0.000000	1.156813e+03
0.232343	0.000000	1.200000e+03
0.242443	0.396488	3.500104e+02
0.252542	0.443391	3.680116e+02
0.262642	0.834551	2.347320e+02
0.272742	0.865596	3.287457e+02
0.282842	1.697215	3.213955e+02
0.292941	2.526124	1.956167e+02
0.303041	0.037943	4.869795e+02
0.313141	0.000000	1.200000e+03
0.323240	0.000000	1.200000e+03
0.333340	0.493818	4.037763e+02
0.343440	0.000000	1.200000e+03
0.353539	0.000000	1.200000e+03
0.363639	0.000000	1.200000e+03
0.373739	0.279917	4.220085e+02
0.383838	0.000907	6.192573e+02
0.393938	0.000000	1.200000e+03
0.404038	0.000000	1.200000e+03
0.414138	0.000000	1.200000e+03
0.424237	0.052981	3.905445e+02
0.434337	0.000000	1.200000e+03
0.444437	0.003002	5.502998e+02
0.454536	0.213036	4.282804e+02
0.464636	0.011446	4.421536e+02
0.474736	0.000000	1.200000e+03
0.484835	0.000000	1.200000e+03
0.494935	0.000008	7.887987e+02
0.505035	0.000000	1.200000e+03
0.515135	0.554435	3.520197e+02
0.525234	0.859613	1.534329e+02
0.535334	0.000000	1.200000e+03
0.545434	0.000000	1.200000e+03
0.555533	1.287392	2.811127e+02
0.565633	0.285991	2.340330e+02
0.575733	1.227760	1.132548e+02
0.585832	2.261188	9.946507e+01
0.595932	0.395679	1.843911e+02
0.606032	0.064815	4.650747e+02
0.616132	1.727567	2.045113e+02
0.626231	0.049348	5.036573e+02
0.636331	0.000000	1.200000e+03
0.646431	0.000000	1.200000e+03
0.656530	0.000000	1.200000e+03
0.666630	0.000000	1.200000e+03
0.676730	1.062971	3.750607e+02
0.686829	2.688134	3.391799e+02
0.696929	0.008280	5.473306e+02
0.707029	6.405462	3.796379e+01
0.717128	46.421206	2.470675e+01
0.727228	75.530205	1.909000e+01
0.737328	107.066617	1.581927e+01
0.747428	128.835320	1.414921e+01
0.757527	149.534972	1.251436e+01
0.767627	178.311671	1.059082e+01
0.777727	218.966005	7.820729e+00
0.787826	270.616610	6.659693e+00
0.797926	291.807310	6.296467e+00
0.808026	256.406180	6.936422e+00
0.818125	204.939394	8.172862e+00
0.828225	172.721531	9.158309e+00
0.838325	125.271728	1.553272e+01
0.848425	125.771862	1.789205e+01
0.858524	102.965034	2.243841e+01
0.868624	93.073777	2.451305e+01
0.878724	92.021403	2.470033e+01
0.888823	134.908691	1.631115e+01
0.898923	135.736340	1.466184e+01
0.909023	114.630537	1.739697e+01
0.919122	80.124563	2.013761e+01
0.929222	56.892863	2.873020e+01
0.939322	16.340994	4.476890e+01
0.949422	3.942991	5.013693e+01
0.959521	0.503839	3.698114e+02
0.969621	0.000000	1.200000e+03
0.979721	0.000000	1.200000e+03
0.989820	0.000000	1.200000e+03
0.999920	0.000000	1.200000e+03
