location	LR	alpha
70.000000	0.001470	4.554703e+02
10170.202020	0.086045	2.032284e+00
20270.404040	0.397832	1.363976e-02
30370.606061	1.877487	2.441249e-03
40470.808081	0.704149	4.577856e-02
50571.010101	0.690977	1.920055e-01
60671.212121	3.188691	1.266377e-03
70771.414141	0.192657	2.219384e-02
80871.616162	0.480152	3.410829e-02
90971.818182	0.000000	9.103449e-02
101072.020202	0.244294	7.770894e-02
111172.222222	0.456302	3.523578e-03
121272.424242	0.005807	1.207564e+00
131372.626263	0.000000	6.906978e-01
141472.828283	1.145157	1.004218e-02
151573.030303	0.777390	2.825390e-02
161673.232323	0.733663	7.743045e-02
171773.434343	0.013183	1.387952e-01
181873.636364	0.243287	5.880456e-02
191973.838384	0.000000	1.947541e+00
202074.040404	0.890949	2.390507e-03
212174.242424	0.001905	6.137426e-02
222274.444444	4.280807	1.508999e-03
232374.646465	0.304104	6.833412e-03
242474.848485	0.067621	2.133664e-01
252575.050505	0.014950	1.106629e-01
262675.252525	1.804947	5.787019e-03
272775.454545	0.222456	2.135960e-02
282875.656566	0.381061	7.772266e-03
292975.858586	1.510839	3.221457e-02
303076.060606	0.117936	2.708307e-02
313176.262626	0.094191	7.756239e-02
323276.464646	0.001470	5.267691e-02
333376.666667	0.085120	1.494108e-02
343476.868687	1.549404	1.417868e-03
353577.070707	0.227881	1.984393e-02
363677.272727	0.010565	4.712500e-02
373777.474747	0.067253	8.312401e-02
383877.676768	0.000000	9.737707e-01
393977.878788	0.121390	1.334327e-02
404078.080808	1.618229	1.225189e-03
414178.282828	0.000000	3.547328e-02
424278.484848	0.403418	3.995044e-02
434378.686869	0.268228	1.503895e-01
444478.888889	1.829261	1.802264e-03
454579.090909	0.299545	3.392232e-03
464679.292929	0.000000	2.947892e-01
474779.494949	0.191896	4.457186e-02
484879.696970	0.000000	1.328859e-01
494979.898990	0.000000	1.996639e-01
505080.101010	0.645728	5.865517e-03
515180.303030	4.359285	7.941050e-04
525280.505051	0.000000	4.068493e-01
535380.707071	0.000000	6.219896e-01
545480.909091	3.197922	1.632299e-03
555581.111111	2.774819	2.012690e-02
565681.313131	0.133455	3.758668e-02
575781.515152	0.609054	1.302290e-03
585881.717172	0.047459	9.401278e-02
595981.919192	0.305127	1.960596e-02
606082.121212	3.365427	8.397720e-04
616182.323232	0.344992	9.735732e-03
626282.525253	0.591402	6.368163e-02
636382.727273	0.042790	6.614834e-02
646482.929293	0.518640	2.366554e-03
656583.131313	0.224652	1.170172e-01
666683.333333	0.325205	4.358720e-03
676783.535354	0.353010	2.183646e-02
686883.737374	0.000000	8.735295e-01
696983.939394	0.640964	6.812304e-04
707084.141414	0.000000	2.718536e-01
717184.343434	0.015968	3.912250e-02
727284.545455	5.170673	3.318223e-04
737384.747475	0.231883	1.353242e-03
747484.949495	0.010159	4.185971e-02
757585.151515	0.000000	8.081633e-01
767685.353535	18.331861	3.046318e-05
777785.555556	103.470458	9.882568e-06
787885.757576	209.100928	7.851344e-06
797985.959596	230.185522	7.434872e-06
808086.161616	171.460539	9.753366e-06
818186.363636	21.095562	4.068018e-05
828286.565657	0.048836	4.187744e-03
838386.767677	14.476320	6.985717e-05
848486.969697	27.481420	6.088194e-05
858587.171717	1.233182	1.267057e-03
868687.373737	2.377799	1.611595e-03
878787.575758	0.596653	6.607226e-03
888887.777778	0.104940	8.003411e-03
898987.979798	0.103406	2.032997e-01
909088.181818	0.676127	1.234197e-03
919188.383838	0.724497	4.042018e-03
929288.585859	0.332598	2.059301e+00
939388.787879	0.000000	3.093751e-01
949488.989899	0.348721	8.128196e-03
959589.191919	0.103402	1.764953e-01
969689.393939	0.038580	1.450762e-02
979789.595960	0.155916	1.442000e-02
989889.797980	1.331577	4.345069e-03
999990.000000	0.086045	4.105625e+01
